1	-0
0.987763	-0.488498
0.95135	-0.965039
0.891653	-1.41796
0.810132	-1.83618
0.708784	-2.20946
0.590089	-2.52866
0.456951	-2.78597
0.312629	-2.9751
0.160655	-3.09141
0.00475007	-3.13206
-0.151271	-3.09605
-0.303591	-2.98427
-0.44848	-2.79944
-0.582392	-2.5461
-0.702051	-2.23045
-0.804527	-1.8602
-0.887312	-1.44443
-0.94838	-0.993303
-0.986236	-0.517866
-0.999955	-0.029755
-0.9892	0.459084
-0.954234	0.936687
-0.895913	1.39137
-0.815666	1.81199
-0.715454	2.18827
-0.597733	2.51098
-0.465381	2.77225
-0.32164	2.96566
-0.170026	3.08649
-0.0142517	3.13177
0.141872	3.10041
0.294524	2.99317
0.439966	2.81266
0.574641	2.56332
0.695252	2.25124
0.798846	1.88406
0.882889	1.47077
0.945323	1.02149
0.98462	0.547199
0.999819	0.0595177
0.990548	-0.42962
0.957033	-0.908242
0.900095	-1.36463
0.821126	-1.78763
0.722062	-2.16687
0.605324	-2.49308
0.473772	-2.75827
0.330624	-2.95595
0.179384	-3.08129
0.023753	-3.13121
-0.132459	-3.10449
-0.285429	-3.0018
-0.431412	-2.82563
-0.566838	-2.58031
-0.68839	-2.27183
-0.793093	-1.90776
-0.878386	-1.49699
-0.942181	-1.04958
-0.982916	-0.576482
-0.999594	-0.0892751
-0.991807	0.400117
-0.959746	0.879713
-0.904195	1.33778
-0.826513	1.76311
-0.728604	2.14528
-0.612862	2.47495
-0.482119	2.74404
-0.339578	2.94598
-0.188725	3.07581
-0.0332526	3.13036
0.123033	3.1083
0.276307	3.01016
0.42282	2.83835
0.558983	2.59707
0.681466	2.29222
0.787269	1.93128
0.873804	1.52307
0.938954	1.07758
0.981122	0.605712
0.999278	0.119026
0.992976	-0.370576
0.962371	-0.851111
0.908212	-1.31081
0.831825	-1.73843
0.735078	-2.1235
0.620341	-2.4566
0.49042	-2.72958
0.348496	-2.93574
0.198043	-3.07006
0.042743	-3.12923
-0.113604	-3.11182
-0.267169	-3.01824
-0.414196	-2.85079
-0.551086	-2.61357
-0.674487	-2.31238
-0.781381	-1.9546
-0.86915	-1.54897
-0.935646	-1.10544
-0.979243	-0.634848
